speech_id,speech,speaker_id,last_name_x,first_name_x,chamber_x,state_x,gender_x,party,district,non_voting,chamber_y,date,number_within_file,speaker,first_name_y,last_name_y,state_y,gender_y,line_start,line_end,file,char_count,word_count,congress,year,cleaned_stems,stem_count,procedural_proportion,climate_proportion
1100148962,Mr. VIrrER. and Mr. WICKER) submitted an amendment intended to be proposed by her to the bill H.R. 3221. moving the United States toward greater energy independence and security. developing innovative new technologies. reducing carbon emissions. creating green jobs. protecting consumers. increasing clean renewable energy production. and modernizing our energy infrastructure. and to amend the Internal Revenue Code of 1986 to provide tax incentives for the production of renewable energy and energy conservation. which was ordered to lie on the table. as follows: At the end add the following:,110118291.0,COCHRAN,THAD,S,MS,M,R,,voting,S,2008-04-03,647,Mr. COCHRAN,Unknown,COCHRAN,Unknown,M,43100,43126,04032008.txt,595,89,110,2008,virrer wicker intend propos hr move toward greater energi independ develop new technolog carbon emiss green job consum increas clean renew energi product modern energi infrastructur intern provid incent product renew energi energi conserv,57,0.4166666666666667,0.42857142857142855
1100139144,That is what it means at the pump. But what does it mean in terms of food prices and prices of other things. because you have to ship this stuff. right?,110119310.0,ELLISON,KEITH,H,MN,M,D,5.0,voting,H,2008-02-27,350,Mr. ELLISON,Unknown,ELLISON,Unknown,M,20197,20201,02272008.txt,152,31,110,2008,mean pump mean term food price price ship stuff,11,0.2222222222222222,0.42857142857142855
1100160224,Does the jurisdiction of the Energy and Commerce -Committee. as provided under clause 1 of rule X of the rules of the House of Representatives. include exploration. production. storage. supply. marketing. pricing and regulation of energy resources. including all fossil fuels. which includes legislation to lower the price of gasoline which has increased to over $3.60 a gallon under Speaker PELOSIS watch?,110121330.0,SESSIONS,PETE,H,TX,M,R,32.0,voting,H,2008-05-07,454,Mr. SESSIONS,Unknown,SESSIONS,Unknown,M,25248,25260,05072008.txt,406,62,110,2008,energi provid claus repres includ explor product storag suppli market price energi includ fossil fuel includ lower price gasolin increas gallon pelosi watch,34,0.3448275862068966,0.42105263157894735
1110056262,Madam Speaker. the American Clean Energy and Security Act of 2009 is about the future. All the decisions that we know must be made. that we have put off for far too. long on energy independence. climate change and retooling our economy for the industries of the future must be made now.,111117560.0,CHRISTENSEN,DONNA,H,VI,F,D,0.0,nonvoting,H,2009-06-26,628,Mrs. CHRISTENSEN,Unknown,CHRISTENSEN,Unknown,F,61095,61102,06262009.txt,286,52,111,2009,clean energi futur decis know far long energi independ climat retool economi industri futur,25,0.42857142857142855,0.4166666666666667
1100140372,Yes. I agree that it is very important that all Federal regulations in this area be consistent and. that we provide clear direction to the agency that has responsibility for setting fuel economy standards. the Department of Transportation.,110116401.0,INOUYE,DANIEL,S,HI,M,D,,voting,S,2008-03-04,199,Mr. INOUYE,Unknown,INOUYE,Unknown,M,8171,8176,03042008.txt,239,38,110,2008,agre import area consist provid clear direct respons fuel economi standard depart,18,0.3333333333333333,0.4166666666666667
1110046998,The clerk will report the concurrent resolution by title. The. legislative clerk read as follows: A concurrent resolution honoring the 20th anniversary of the Susan G. Komen Race for the Cure in the Nations Capital and its transition to the Susan G. Komen Global Race for the Cure on June 6. 2009. and for other purposes.,,,,,,,,,,S,2009-06-08,296,The PRESIDING OFFICER,Unknown,Unknown,Unknown,Special,32655,32664,06082009.txt,321,56,111,2009,report read anniversari susan komen race cure nation capit transit susan komen global race cure purpos,30,0.45454545454545453,0.4166666666666667
1100183477,Mr. Presi dent. I ask to be removed as a cosponsor of S. 3233. 21st Century Energy Technology Development Act. Because of a clerical error. I was incorrectly added as a cosponsor of S. 3233.,110117421.0,JOHNSON,TIM,S,SD,M,D,,voting,S,2008-07-14,137,Mr. JOHNSON,Unknown,JOHNSON,Unknown,M,9435,9440,07142008.txt,190,35,110,2008,presi dent remov st centuri energi technolog develop error incorrectli,17,0.375,0.4
1100166563,Let us develop the resources we know we have. the proper fuel resources that can help immediately.,110115030.0,MCCRERY,JAMES,H,LA,M,R,4.0,voting,H,2008-05-21,443,Mr. MCCRERY,Unknown,MCCRERY,Unknown,M,55668,55671,05212008.txt,98,17,110,2008,us develop know fuel help,10,0.4444444444444444,0.4
1100141786,Act promotes service in areas of national need for global competitiveness. such as science. technology. engineering. and mathematics.,,,,,,,,,,H,2008-03-06,79,The GIVE,Unknown,Unknown,Unknown,Special,2797,2800,03062008.txt,133,18,110,2008,promot area nation need global competit scienc technolog engin mathemat,12,0.16666666666666666,0.4
1100159847,"Mr. President. I ask dential and nonresidential properties. unanimous consent that reading of the ""(B) subject to paragraph (7). the nature amendment be dispensed with. and limits of loss or damage in any areas (or",110118271.0,WICKER,ROGER,S,MS,M,R,,voting,S,2008-05-07,77,Mr. WICKER,Unknown,WICKER,Unknown,M,2747,2749,05072008.txt,214,35,110,2008,dential nonresidenti consent read natur dispens limit loss damag area,19,0.47368421052631576,0.4
1100149458,Madam Speaker. I move to suspend the rules and pass the bill to direct the Secretary of Health and Human Services. in consultation with the Secretary of Education. to develop a voluntary policy for -managing the risk of food allergy and anaphylaxis in schools. to establish schoolbased food allergy management grants. and for other purposes. as amended.,110118820.0,CAPPS,LOIS,H,CA,F,D,23.0,voting,H,2008-04-04,403,Mrs. CAPPS,Unknown,CAPPS,Unknown,F,18788,18798,04042008.txt,353,57,110,2008,move direct health human consult develop polici risk food allergi anaphylaxi school establish schoolbas food allergi purpos,32,0.4642857142857143,0.4
1110022421,I yield 1V2 minutes to a gentleman whos been key in this legislation. given his background and history in energy conservation and efficiencies and weatherization. *the gentleman from New York .,111117740.0,MILLER,GEORGE,H,CA,M,D,7.0,voting,H,2009-03-18,386,Mr. GEORGE MILLER of California,GEORGE,MILLER,California,M,19359,19365,03182009.txt,193,31,111,2009,who key given background histori energi conserv effici weather new,17,0.375,0.4
1110032641,It is certainly enough of a percentage of our gross domestic product that if we were a nation trying to join the European Union. we would be above their joining point.,111118860.0,CARTER,JOHN,H,TX,M,R,31.0,voting,H,2009-04-22,876,Mr. CARTER,Unknown,CARTER,Unknown,M,42037,42041,04222009.txt,167,31,111,2009,certainli enough percentag domest product nation tri european union point,14,0.23076923076923078,0.4
1110047284,The clerk will report the resolution by title. . The. assistant legislative clerk read as follows: A resolution (S. Res. 176) expressing the sense of the Senate on United States policy during the political transition in Zimbabwe. and for other purposes.,,,,,,,,,,S,2009-06-09,212,The PRESIDING OFFICER,Unknown,Unknown,Unknown,Special,17523,17532,06092009.txt,253,41,111,2009,report assist read express sens polici polit transit zimbabw purpos,21,0.47368421052631576,0.4
1110028805,You mean the Treasury Secretary could limit retirement benefits. pension benefits. and their medical benefits?,111117490.0,BACHUS,SPENCER,H,AL,M,R,6.0,voting,H,2009-04-01,1140,Mr. BACHUS,Unknown,BACHUS,Unknown,M,46173,46176,04012009.txt,110,15,111,2009,mean could limit benefit benefit medic benefit,11,0.4444444444444444,0.4
1100197715,That was the bridge that got us there. But certainly with respect to onshore production on Federal lands. there typically has been revenue sharing. is that correct?,110115030.0,MCCRERY,JAMES,H,LA,M,R,4.0,voting,H,2008-09-16,580,Mr. McCRERY,Unknown,MCCRERY,Unknown,M,47161,47165,09162008.txt,164,27,110,2008,bridg got us certainli respect onshor product land typic share,13,0.23076923076923078,0.4
1100166007,And if carbon capture and C02. if you have those who believe thats such an evil force. that the CO2 we breathe out is a poisonous gas. if we put carbon capture and CO2 payments ahead of affordable available energy. America will be a Section 8 Nation. We wont compete with anybody in the industrialized world because our energy costs will prohibit it.,110115090.0,PETERSON,JOHN,H,PA,M,R,5.0,voting,H,2008-05-20,825,Mr. PETERSON of Pennsylvania,Unknown,PETERSON,Pennsylvania,M,67592,67602,05202008.txt,350,63,110,2008,carbon captur c believ that evil forc co breath poison carbon captur co payment ahead afford avail energi america nation wont compet anybodi industri world energi prohibit,31,0.14814814814814814,0.391304347826087
1100192226,Madam Speaker. I move to suspend the rules and pass the bill to encourage research. development. and demonstration of technologies to facilitate the utilization of water produced in connection with the development of domestic energy resources. and for other purposes. as amended.,110117680.0,MATHESON,JIM,H,UT,M,D,2.0,voting,H,2008-07-30,987,Mr. MATHESON,Unknown,MATHESON,Unknown,M,100657,100677,07302008.txt,279,42,110,2008,move encourag research develop demonstr technolog facilit water produc connect develop domest energi purpos,23,0.4090909090909091,0.38461538461538464
1110012723,Mr. Speaker. I move to suspend the rules and pass the bill to encourage research. development. and demonstration of technologies to facilitate the utilization of water produced in connection with the development of domestic energy resources. and for other purposes.,111115590.0,GORDON,BARTON,H,TN,M,D,6.0,voting,H,2009-02-11,444,Mr. GORDON of Tennessee,Unknown,GORDON,Tennessee,M,28247,28255,02112009.txt,265,40,111,2009,move encourag research develop demonstr technolog facilit water produc connect develop domest energi purpos,22,0.38095238095238093,0.38461538461538464
1100173797,Madam Speaker. given this overwhelming evidence that this bill does have the net effect of increasing the deficit over both scoring windows. I must respectfully insist on my point of order that the bill violates the PAYGO rule.,110115240.0,WELLER,GERALD,H,IL,M,R,11.0,voting,H,2008-06-12,131,Mr. WELLER of Illinois,Unknown,WELLER,Illinois,M,5431,5437,06122008.txt,227,38,110,2008,given overwhelm evid net effect increas deficit score window respect insist point paygo,21,0.35,0.38461538461538464
1100210779,That job for us is a job of leveling the playing field and of reforming our trade policies so that free trade moves in both directions. Right now. we have trade that is free in only one direction. and that is for products coming into the United States. I thank my colleagues. and I thank the gentleman.,110114890.0,HUNTER,DUNCAN,H,CA,M,R,52.0,voting,H,2008-12-10,417,Mr. HUNTER,Unknown,HUNTER,Unknown,M,24260,24271,12102008.txt,302,57,110,2008,job us job level play field reform trade polici free trade move direct trade free direct product come,26,0.35,0.38461538461538464
1100198775,Mr. Speaker. I ask unanimous consent to remove Congressman RICK LARSEN from H.R. 2169. the Clean Water Protection Act.,110120730.0,PALLONE,FRANK,H,NJ,M,D,6.0,voting,H,2008-09-17,662,Mr. PALLONE,Unknown,PALLONE,Unknown,M,36730,36733,09172008.txt,118,19,110,2008,consent remov congressman rick larsen hr clean water,14,0.42857142857142855,0.375
1100170102,"The Clerk will designate the amendment. The text of the amendment is as follows: Amendment No. 3 offered by Mr. WELCH of Vermont: Page 9. after line 12. insert the following: (8) renewable energy generation and heating systems. including solar. photovoltaic. wind. geothermal. or biomass. including wood pellet. systems or components of such systems. Page 9. line 13. strike ""(8)"" and insert ""(9)"". Page 9. line 20. strike ""(9)"" and insert ""(10)"". Page 9. line 22. strike ""(8)."" and insert ""(9)."".",,,,,,,,,,H,2008-06-04,517,The CHAIRMAN,Unknown,Unknown,Unknown,Special,19177,19194,06042008.txt,497,81,110,2008,welch insert renew energi gener heat includ solar photovolta wind geotherm biomass includ wood pellet compon strike insert strike insert strike insert,44,0.4074074074074074,0.375
1100158695,Without question it is there today. and we know that. We are the leaders of clean drilling in deep water for the world. no question.,110113561.0,CRAIG,LARRY,S,ID,M,R,,voting,S,2008-05-01,500,Mr. CRAIG,Unknown,CRAIG,Unknown,M,32164,32167,05012008.txt,132,25,110,2008,without know leader clean drill deep water world,11,0.2,0.375
1110071214,Madam Speaker. I submit the executive summary document concerning the suppressed comments on the EPA endangerment finding for inclusion in the RECORD. The entire document. Comments on Draft Technical Support Document for Endangerment Analysis for Greenhouse Gas Emissions under the Clean Air Act. will be available on the Energy and Commerce Committee website.,,,,,,,,,,E,2009-12-11,697,Mr. BARTON of Texas,Unknown,BARTON,Texas,M,52863,52872,12112009.txt,360,53,111,2009,execut summari concern epa endanger find inclus entir endanger analysi greenhous emiss clean air avail energi websit,34,0.4666666666666667,0.375
1110017448,Mr. Speaker. innovation has always been a hallmark of American success. Innovation will transform the way we generate and store power from renewable resources. use electricity more efficiently. and create a workforce for the 21st century. President Obamas budget promotes the development of innovative clean energy technology. modernizes the electric grid. and provides. the capital to double renewable energy generating capacity. With these investments we will change the way our country generates. uses and delivers energy. We will produce jobs throughout the United States and begin to end our dependence on foreign oil. Americas prosperity depends on bold action and investments in research and development. on our ability to adapt through innovation and on creating green jobs that will build a foundation for a clean energy economy.,111120310.0,LUJAN,BEN,H,NM,M,D,3.0,voting,H,2009-03-04,269,Mr. LUJAN,Unknown,LUJAN,Unknown,M,15760,15784,03042009.txt,838,127,111,2009,alway hallmark success transform way gener store renew electr effici workforc st centuri obama promot develop clean energi technolog modern electr grid provid capit doubl renew energi gener capac invest way gener energi produc job depend foreign america prosper depend bold invest research develop green job build foundat clean energi economi,78,0.36666666666666664,0.3684210526315789
1110060589,Madam President. the bill in front of us provides critical resources to the Departments of Transportation and Housing and Urban Development for investments in transit. rail. airports. and public housing. This is important for investing in jobs in our economy. The funding in this bill has a direct impact on every community across the Nation. We should not delay this important piece of legislation. I urge my colleagues to vote no.,111120621.0,MURRAY,PATTY,S,WA,F,D,,voting,S,2009-09-17,500,Mrs. MURRAY,Unknown,MURRAY,Unknown,F,30680,30692,09172009.txt,432,71,111,2009,us provid depart urban develop invest transit rail airport import invest job economi fund direct impact commun nation delay import piec,38,0.4411764705882353,0.3684210526315789
1110049036,Madam Speaker. global warming is no longer an academic question for scientists to ponder. Its a very real crisis that requires our leadership. This is not a political issue. This is a critical generational -responsibility that will take a commitment from Congress and from every person in our society. We have a real opportunity this year to prove our commitment by voting for H.R. 2454. the American Energy and Security Act. The renewable technologies to reduce greenhouse gas emissions exist. The societal will and desire to go clean have been demonstrated. and the political climate to finally create sound public policy is now present. The cost of inac-. tion on this critical challenge is unacceptable and the price too high. A recent study concluded that unchecked effects of climate change could result in a cost of $271 billion per year by 2025. Failure to act is intolerable when considering the .economic and job creation opportunities a clean energy economy presents. The American Energy and Security Act provides a path that leads,111121590.0,TSONGAS,NIKI,H,MA,F,D,5.0,voting,H,2009-06-11,213,Ms. TSONGAS,Unknown,TSONGAS,Unknown,F,23265,23293,06112009.txt,1042,171,111,2009,global warm longer academ scientist ponder real crisi polit issu gener respons take real prove hr energi renew technolog greenhous emiss exist societ clean demonstr polit climat final sound polici inac challeng unaccept price high conclud uncheck effect climat could result billion per failur intoler consid econom job clean energi economi energi provid path lead,95,0.379746835443038,0.3673469387755102
1110055858,Also. for farmers. the legislation would correct a problem that has been lingering since enactment of the 2007 energy bill. For the next 5 years. it would prevent EPA from calculating indirect land use when determining how to implement our Nations renewable fuel standard. This is good news for ethanol and biodiesel production facilities and for the farmers who sell the goods to these facilities. Energy reform is not just a matter of wanting to keep our air and planet -clean. as worthy and important as those goals are. Its also a Matter of national security. In recent years. the Pentagon has taken a hard look at how climate change could have an impact on global security and stability.,111116040.0,SKELTON,IKE,H,MO,M,D,4.0,voting,H,2009-06-26,224,Mr. SKELTON,Unknown,SKELTON,Unknown,M,51002,51022,06262009.txt,692,119,111,2009,also farmer problem linger sinc energi next epa calcul indirect land determin implement nation renew fuel standard good news ethanol biodiesel product facil farmer sell good facil energi reform want air planet clean worthi import goal also nation pentagon taken hard look climat could impact global stabil,64,0.24074074074074073,0.36585365853658536
1110058184,Madam Speaker. pursuant to the Republican Leadership standards on earmarks. I am submitting the following information regarding project funding I received as part of H.R. 3183. the Energy and Water Development Appropriations Act. 2010:,,,,,,,,,,E,2009-07-24,649,Mr. JONES,Unknown,JONES,Unknown,M,49925,49930,07242009.txt,235,34,111,2009,standard earmark inform regard project fund part hr energi water develop,21,0.47619047619047616,0.36363636363636365
1100131230,And I know you have water projects there and education projects there. You have energy projects there. If we are going to have the kind of development that we have. the economic development that lifts up all congressional districts. we have to make all of those investments.,110121170.0,RYAN,TIM,H,OH,M,D,17.0,voting,H,2008-01-23,305,Mr. RYAN of Ohio,Unknown,RYAN,Ohio,M,12460,12468,01232008.txt,274,47,110,2008,know water project project energi project kind develop econom develop lift congression make invest,17,0.21428571428571427,0.36363636363636365
1110025467,I would like to yield to a tremendous leader in the clean air revolution. our Speaker. NANCY PELOSI. who is truly leading the House in the right direction. Madam Speaker.,111116310.0,INSLEE,JAY,H,WA,M,D,1.0,voting,H,2009-03-25,670,Mr. INSLEE,Unknown,INSLEE,Unknown,M,67646,67651,03252009.txt,170,30,111,2009,like tremend leader clean air revolut nanci pelosi truli lead direct,18,0.35294117647058826,0.36363636363636365
1110063372,Committee of Conference. Conference report on H.R. 3183. A bill making appropriations for energy and water development and related agencies for the fiscal year ending September 30. 2010. and for other purposes (Rept. 111 278). Ordered to be printed.,111117770.0,PASTOR,ED,H,AZ,M,D,4.0,voting,H,2009-09-30,510,Mr. PASTOR,Unknown,PASTOR,Unknown,M,51422,51428,09302009.txt,249,39,111,2009,report hr make energi water develop relat fiscal purpos rept print,21,0.45,0.36363636363636365
1100147228,By unanimous consent. the mandatory quorum call is waived. The question is. Is it the sense of the Senate that debate on the motion to proceed to H.R. 3221. an act moving the United States toward greater energy independence and security. developing innovative new technologies. reducing carbon emissions. creating green jobs. protecting consumers. increasing clean renewable energy production. and modernizing our energy infrastructu re. shall be brought to a close? The yeas and nays are mandatory under the rule. The clerk will call the roll.,,,,,,,,,,S,2008-04-01,65,The PRESIDING OFFICER,Unknown,Unknown,Unknown,Special,4099,4115,04012008.txt,544,85,110,2008,consent call sens hr move toward greater energi independ develop new technolog carbon emiss green job consum increas clean renew energi product modern energi infrastructu brought close call,52,0.4791666666666667,0.36
1110033055,Ninth term. that means 18 years. In all the time you have been here on this committee. have you ever heard any credible scientist say that global warming does not exist or that human beings are not contributing to global warming? Have you ever heard anything like that?,111119310.0,ELLISON,KEITH,H,MN,M,D,5.0,voting,H,2009-04-23,262,Mr. ELLISON,Unknown,ELLISON,Unknown,M,10076,10093,04232009.txt,269,48,111,2009,ninth term mean ever heard credibl scientist global warm exist human be contribut global warm ever heard like,23,0.2631578947368421,0.35714285714285715
1110048761,And I will add. if I may. that there are those industries that are energy intensive and trade intensive. And those are the focal points that we can provide where there needs to be this assistanceif you can produce something at less cost. which becomes a reality if you provide energy retrofits that make it more efficient. some of these industries that are energy intensive. when improved upon. where you utilize. as Representative HEINRICH said. your resources more wisely and effectively. that produces a lower cost of production of that given product and so it makes you more competitive in the global marketplace.,111121570.0,TONKO,PAUL,H,NY,M,D,21.0,voting,H,2009-06-10,814,Mr. TONKO,Unknown,TONKO,Unknown,M,55460,55476,06102009.txt,617,103,111,2009,industri energi intens trade intens focal point provid need assistanceif produc someth becom realiti provid energi retrofit make effici industri energi intens improv repres heinrich said wise effect produc lower product given product make competit global marketplac,45,0.2,0.35714285714285715
1110048742,Absolutely. And the bill takes care. where there are tradesensitive and energyintensive sensitive industries. to give them a transition period of time. in some cases a very generous transition period of time in which to get themselves competitive again.,111119020.0,CONNOLLY,GERALD,H,VA,M,D,11.0,voting,H,2009-06-10,795,Mr. CONNOLLY of Virginia,Unknown,CONNOLLY,Virginia,M,54969,54976,06102009.txt,253,39,111,2009,absolut take care tradesensit energyintens sensit industri give transit period case gener transit period get competit,19,0.125,0.35714285714285715
1100192433,May I ask the Senator a question. This nuclear plant. does it produce greenhouse gases? Does it. in any way. harm the quality of air or produce the kinds of problems associated with global warming?,110114331.0,MARTINEZ,MEL,S,FL,M,R,,voting,S,2008-07-31,34,Mr. MARTINEZ,Unknown,MARTINEZ,Unknown,M,1701,1706,07312008.txt,197,35,110,2008,nuclear plant produc greenhous gase way harm qualiti air produc kind problem associ global warm,19,0.2222222222222222,0.35714285714285715
1110068320,We are in a situation right now where it appears. it depends on the data that you believe. but if the data points that we think are correct are correct. we are in a cooling period. Temperature has gone down at least 8 years in a row and probably 12 years in a row. and we appear to be in a cooling period. But at the same time. we have to admit that C02 concentrations are going up.,111118540.0,BARTON,JOE,H,TX,M,R,6.0,voting,H,2009-12-08,466,Mr. BARTON of Texas,Unknown,BARTON,Texas,M,19539,19549,12082009.txt,382,78,111,2009,situat appear depend data believ data point cool period temperatur gone least row row appear cool period c concentr,29,0.36363636363636365,0.35714285714285715
